Wall time,Step,Value
1618379877.9852457,1,88.20785522460938
1618380089.6791856,2,34.15386962890625
1618380146.4007347,3,25.933433532714844
1618380202.4533453,4,22.28333282470703
1618380258.6105523,5,19.597023010253906
1618380314.7187514,6,17.885183334350586
1618380370.8882143,7,16.93343162536621
1618380427.1011462,8,15.518332481384277
1618380483.4252496,9,14.247159957885742
1618380539.9267437,10,13.479120254516602
1618380596.6994052,11,12.579623222351074
1618380653.5242734,12,11.624983787536621
1618380710.2766833,13,10.257986068725586
1618380766.8219593,14,10.12288761138916
1618380823.9645777,15,9.815899848937988
1618380880.9036674,16,9.335176467895508
1618380938.399841,17,8.759454727172852
1618380994.947946,18,8.086684226989746
1618381051.5012577,19,7.806497097015381
1618381108.0006893,20,7.338805198669434
1618381164.4126585,21,7.3941497802734375
1618381221.084528,22,7.248123645782471
1618381277.6268923,23,6.816591262817383
1618381333.8560874,24,6.556207180023193
1618381390.1486392,25,6.439542293548584
1618381566.0446343,26,6.19509220123291
1618381740.7409465,27,5.8928141593933105
1618381797.0934381,28,6.089012622833252
1618381853.5577307,29,5.596497058868408
1618381910.038659,30,5.414340019226074
1618381966.6040666,31,5.1468400955200195
1618382023.2449589,32,5.043239593505859
1618382079.8154454,33,4.568666934967041
1618382136.2223923,34,4.900521278381348
1618382192.5316434,35,4.620324611663818
1618382248.7631793,36,4.848503589630127
1618382305.0486426,37,5.013984203338623
1618382361.3376412,38,4.399749755859375
1618382417.6026273,39,4.845734596252441
1618382473.867563,40,4.60439395904541
1618382530.125205,41,4.454609394073486
1618382586.4327292,42,4.132072925567627
1618382642.7395175,43,4.001954555511475
1618382699.0140367,44,4.394012451171875
1618382755.306818,45,4.066098690032959
1618382811.6330562,46,3.828777313232422
1618382867.973388,47,3.816023349761963
1618382924.2711463,48,3.77423095703125
1618382980.595344,49,3.964089870452881
1618383036.9066498,50,4.284301280975342
1618383206.2274094,51,3.525674343109131
1618383374.790857,52,3.2375974655151367
1618383431.0620584,53,3.183002233505249
1618383487.375347,54,2.949232339859009
1618383543.7041016,55,2.928809881210327
1618383599.9928901,56,2.949808120727539
1618383656.2906077,57,2.922600030899048
1618383712.6030595,58,2.9288737773895264
1618383768.892298,59,2.895132541656494
1618383825.203865,60,2.8491475582122803
1618383881.5455282,61,2.7502353191375732
1618383937.8547633,62,2.748608350753784
1618383994.1983037,63,2.6679680347442627
1618384050.538372,64,2.6013550758361816
1618384106.940604,65,2.6255249977111816
1618384163.3226907,66,2.675032138824463
1618384219.695889,67,2.702418088912964
1618384276.0378976,68,2.5654895305633545
1618384332.363691,69,2.6933908462524414
1618384388.6676311,70,2.6133720874786377
1618384444.9967806,71,2.5071732997894287
1618384501.3353815,72,2.5223982334136963
1618384557.6342115,73,2.721588134765625
1618384613.9309995,74,2.453629493713379
1618384670.2367973,75,2.467012882232666
1618384837.3945513,76,2.3600287437438965
1618385004.4671474,77,2.4095399379730225
1618385060.7738733,78,2.3556790351867676
1618385117.105037,79,2.443052053451538
1618385173.4764636,80,2.3753888607025146
1618385229.8440874,81,2.3964076042175293
1618385286.2196934,82,2.5355610847473145
1618385342.5977328,83,2.3537282943725586
1618385398.9652238,84,2.393301248550415
1618385455.37965,85,2.298853874206543
1618385511.7060657,86,2.423558473587036
1618385568.0526764,87,2.420179843902588
1618385624.4177103,88,2.3549234867095947
1618385680.8006546,89,2.2964186668395996
1618385737.1456103,90,2.163985013961792
1618385793.4973686,91,2.3637607097625732
1618385849.861174,92,2.2306692600250244
1618385906.206798,93,2.1521525382995605
1618385962.503965,94,2.2035818099975586
1618386018.7803824,95,2.239058256149292
1618386075.173243,96,2.173762559890747
1618386131.6054618,97,2.1817116737365723
1618386187.9931645,98,2.1827151775360107
1618386244.4069786,99,2.2082860469818115
1618386300.8332012,100,2.1829230785369873
1618386468.3339005,101,2.1554853916168213
1618386634.962391,102,2.0973660945892334
1618386691.2908957,103,2.035392999649048
1618386747.7251399,104,2.2145440578460693
1618386804.1741753,105,2.0898079872131348
1618386860.5912323,106,2.038102149963379
1618386917.010673,107,2.0684964656829834
1618386973.4066093,108,2.05741548538208
1618387029.7178504,109,2.107372999191284
1618387086.0804627,110,2.1120755672454834
1618387142.398628,111,2.026463508605957
1618387198.7300432,112,2.1118805408477783
1618387255.0807111,113,1.980833888053894
1618387311.4795277,114,2.0052359104156494
1618387367.871663,115,2.0290987491607666
1618387424.2442582,116,2.0103230476379395
1618387480.6141834,117,1.92929208278656
1618387537.0144005,118,2.034571886062622
1618387593.4035897,119,1.9202461242675781
1618387649.7988439,120,1.775753140449524
1618387706.177835,121,1.8568776845932007
1618387762.5586672,122,2.0194807052612305
1618387818.9699092,123,1.9200029373168945
1618387875.3966784,124,1.936482310295105
1618387931.776307,125,1.8756330013275146
1618388098.310396,126,1.881716012954712
1618388263.852888,127,1.8942524194717407
1618388320.234081,128,1.8365492820739746
1618388376.675887,129,1.9267854690551758
1618388433.079403,130,1.9979976415634155
1618388489.5452886,131,1.9101316928863525
1618388545.9605033,132,1.9043079614639282
1618388602.3506331,133,1.856764554977417
1618388658.7691538,134,1.8175665140151978
1618388715.194785,135,1.849739909172058
1618388771.5974236,136,1.9021683931350708
1618388827.997629,137,1.8310546875
1618388884.4299412,138,1.7951613664627075
1618388940.860124,139,1.8895909786224365
1618388997.2304432,140,1.8264814615249634
1618389053.6128488,141,1.7830777168273926
1618389110.0362203,142,1.8029515743255615
1618389166.4809432,143,1.6879768371582031
1618389222.9335005,144,1.7332426309585571
1618389279.2847285,145,1.7858738899230957
1618389335.6939404,146,1.7773410081863403
1618389392.0858264,147,1.7527564764022827
1618389448.495788,148,1.7395620346069336
1618389504.9088469,149,1.679904580116272
1618389561.2976918,150,1.7357544898986816
1618389726.9734666,151,1.7166715860366821
1618389893.30101,152,1.7995713949203491
1618389949.7307549,153,1.6824315786361694
1618390006.219212,154,1.766327142715454
1618390062.7371078,155,1.7232745885849
1618390119.217806,156,1.6648409366607666
1618390175.697917,157,1.7081509828567505
1618390232.1469204,158,1.6520335674285889
1618390288.5918055,159,1.7969688177108765
1618390345.049498,160,1.7808291912078857
1618390401.5064685,161,1.6839500665664673
1618390457.9856515,162,1.6850045919418335
1618390514.4477139,163,1.5945757627487183
1618390570.862622,164,1.7325042486190796
1618390627.3317893,165,1.7663661241531372
1618390683.799632,166,1.83486807346344
1618390740.2417552,167,1.6771717071533203
