Wall time,Step,Value
1618191634.2875588,1,245.49588012695312
1618191823.8945918,2,411.9588928222656
1618191881.3990288,3,540.0115966796875
1618191939.0203328,4,418.005859375
1618191999.7364347,5,232.58090209960938
1618192056.757101,6,134.9952392578125
1618192115.6328769,7,135.8950958251953
1618192172.0855386,8,119.66474151611328
1618192228.230893,9,99.60595703125
1618192284.4061103,10,92.7152099609375
1618192341.4463956,11,88.38883209228516
1618192397.2599294,12,81.46847534179688
1618192452.1735833,13,79.96300506591797
1618192508.6175177,14,79.56804656982422
1618192565.0367181,15,79.986328125
1618192621.2742424,16,81.7116470336914
1618192679.7490063,17,90.45674133300781
1618192736.973278,18,139.87844848632812
1618192793.6449125,19,141.56832885742188
1618192850.453937,20,99.31388092041016
1618192906.8032286,21,86.9106674194336
1618192963.1501806,22,85.62169647216797
1618193019.4882858,23,75.09197235107422
1618193075.821324,24,76.63236236572266
1618193132.2980206,25,74.81486511230469
1618193313.3219595,26,76.24803161621094
1618193494.8743637,27,78.50521087646484
1618193551.615945,28,78.23565673828125
1618193608.2473772,29,77.6825180053711
1618193664.938579,30,76.52749633789062
1618193730.5662625,31,74.86744689941406
1618193797.6778655,32,77.2570571899414
1618193862.150594,33,76.94882202148438
1618193926.5567598,34,76.3412094116211
1618193991.0397093,35,84.86256408691406
1618194055.9935737,36,87.22627258300781
1618194120.4475484,37,88.05601501464844
1618194187.3384638,38,88.60631561279297
1618194258.0646992,39,88.81583404541016
1618194327.9912248,40,88.46334075927734
1618194394.5504613,41,90.33354949951172
1618194462.3502789,42,84.4001693725586
1618194532.11987,43,82.99858856201172
1618194602.5459297,44,82.08291625976562
1618194666.9346058,45,92.64331817626953
1618194731.353247,46,102.26392364501953
1618194788.9201806,47,99.20787811279297
1618194843.8875806,48,94.39227294921875
1618194898.5416512,49,94.85201263427734
1618194953.102573,50,104.6559829711914
1618195125.740947,51,104.72813415527344
1618195295.6597655,52,101.15672302246094
1618195350.8595405,53,107.37577819824219
1618195405.9513936,54,102.8702163696289
1618195460.8682272,55,112.3506088256836
1618195515.740032,56,120.6549072265625
1618195571.071923,57,132.16773986816406
1618195630.563257,58,125.01940155029297
1618195687.204267,59,123.19731140136719
1618195742.1424253,60,122.93187713623047
1618195810.1189606,61,124.24159240722656
1618195870.73882,62,128.2448272705078
1618195927.3648543,63,121.95743560791016
1618195984.3076813,64,122.12042236328125
1618196039.6202683,65,122.27017211914062
1618196098.07217,66,123.20369720458984
1618196158.3432426,67,122.42269897460938
1618196222.6968634,68,122.7389907836914
1618196287.1193566,69,120.93891906738281
1618196351.270784,70,115.11918640136719
1618196409.8271961,71,118.53096008300781
1618196470.515778,72,118.08592987060547
1618196534.7719233,73,118.21004486083984
1618196598.9479742,74,118.02061462402344
1618196663.2037392,75,119.02213287353516
1618196845.3181612,76,120.65531158447266
1618197025.626496,77,124.91685485839844
1618197090.145903,78,117.60799407958984
1618197156.0399716,79,119.71774291992188
1618197221.4369838,80,117.59098815917969
1618197286.0348964,81,121.37957763671875
1618197350.263417,82,115.22225189208984
1618197415.0154772,83,126.56717681884766
1618197479.0503068,84,89.33326721191406
1618197543.3587518,85,96.93683624267578
1618197610.0971215,86,101.52268981933594
1618197677.2154791,87,104.92646789550781
1618197742.7463033,88,107.19216918945312
1618197807.5534446,89,113.1030502319336
1618197872.4056969,90,120.81365203857422
1618197937.796182,91,118.6501235961914
1618198001.8601317,92,115.29280090332031
1618198065.9142466,93,118.2509536743164
1618198130.027661,94,119.90065002441406
1618198195.3713353,95,121.09586334228516
1618198261.081865,96,120.39996337890625
1618198328.6451385,97,120.39213562011719
1618198395.3910654,98,120.80955505371094
1618198461.3997176,99,118.45956420898438
1618198527.4550433,100,124.39225769042969
1618198714.7998288,101,126.33048248291016
1618198895.249995,102,126.29077911376953
1618198961.1413844,103,126.64844512939453
1618199026.409492,104,130.1357421875
1618199091.833292,105,128.64205932617188
1618199158.0818508,106,139.757080078125
1618199223.279403,107,131.2691650390625
1618199288.9205291,108,131.24705505371094
1618199354.4740374,109,134.95046997070312
1618199420.7045722,110,128.54420471191406
1618199480.9902332,111,134.38381958007812
1618199536.5678055,112,131.91932678222656
1618199591.5975513,113,135.10719299316406
1618199655.9585528,114,133.8869171142578
1618199721.076638,115,132.43528747558594
1618199785.9279327,116,123.72914123535156
1618199842.6248472,117,131.76513671875
1618199898.8425152,118,135.48373413085938
1618199954.013603,119,138.8284149169922
1618200010.229331,120,137.8513641357422
1618200066.584201,121,138.09336853027344
1618200123.0795178,122,134.404296875
1618200178.527337,123,136.8885498046875
1618200234.4626558,124,139.98492431640625
1618200290.9251697,125,144.8934326171875
1618200459.4429097,126,140.67129516601562
1618200626.7220254,127,134.4957733154297
1618200681.7737608,128,133.47830200195312
1618200737.4764667,129,138.40191650390625
1618200793.640939,130,143.5592041015625
1618200848.3570087,131,149.02101135253906
1618200903.0350497,132,141.31494140625
1618200957.7058887,133,145.90048217773438
1618201014.078983,134,139.61082458496094
1618201072.4936967,135,139.9998016357422
1618201129.4368825,136,146.18858337402344
1618201190.5647707,137,147.6495819091797
1618201255.6590846,138,146.37106323242188
1618201319.902303,139,140.7617950439453
1618201384.1893191,140,147.96322631835938
1618201448.5212517,141,150.89820861816406
1618201512.8278306,142,146.147216796875
1618201577.0394974,143,144.8850555419922
1618201640.9674544,144,142.20877075195312
1618201704.9228897,145,145.6262664794922
1618201769.043053,146,143.71612548828125
1618201833.3832467,147,146.44143676757812
1618201897.9766557,148,149.1351776123047
1618201962.2377481,149,153.4042205810547
1618202026.4389517,150,142.08901977539062
1618202201.2230663,151,146.860107421875
1618202374.454148,152,149.20895385742188
1618202438.330539,153,145.1591796875
1618202502.246363,154,149.87374877929688
1618202566.1776884,155,158.8986358642578
1618202630.0622914,156,160.36961364746094
1618202693.9515707,157,151.94430541992188
1618202757.7941077,158,150.93605041503906
1618202821.6704159,159,154.7185516357422
1618202885.5326135,160,155.5889892578125
1618202949.4466271,161,160.2126007080078
1618203013.3397136,162,149.7854461669922
1618203077.2251728,163,151.7754669189453
1618203141.08867,164,156.22720336914062
1618203204.9770744,165,162.7374267578125
1618203268.8975024,166,154.92874145507812
1618203332.75489,167,156.16737365722656
1618203396.6149344,168,156.53846740722656
1618203460.512532,169,146.63949584960938
1618203524.3867056,170,152.57583618164062
1618203588.2636182,171,145.6256103515625
1618203652.1610045,172,143.858154296875
1618203716.019816,173,149.32290649414062
1618203779.9153688,174,146.7866973876953
1618203843.7739007,175,152.43955993652344
1618204018.0028098,176,157.47117614746094
1618204190.9047706,177,155.69888305664062
1618204254.8329656,178,156.7999267578125
1618204318.8025653,179,161.18797302246094
1618204382.786735,180,190.78970336914062
1618204446.751119,181,165.43690490722656
1618204510.6954079,182,164.3477020263672
1618204574.6343129,183,171.3255615234375
1618204638.5468245,184,159.66334533691406
1618204702.4558146,185,158.89390563964844
1618204766.3526146,186,172.0642547607422
1618204830.2663827,187,169.3772735595703
1618204894.2044713,188,172.84083557128906
1618204958.113497,189,171.9395294189453
1618205022.0498168,190,173.1578826904297
1618205085.965186,191,172.58255004882812
1618205149.8545275,192,166.79327392578125
1618205213.7492616,193,175.09292602539062
1618205277.6310782,194,171.23919677734375
1618205341.5216045,195,170.07528686523438
1618205405.4152212,196,172.2431640625
1618205469.3822064,197,165.853515625
1618205533.3233516,198,169.8639373779297
1618205597.3058608,199,175.0898895263672
1618205661.2631075,200,172.5431365966797
1618205839.8933291,201,170.8055419921875
1618206013.3485136,202,182.63426208496094
1618206077.206454,203,173.9295654296875
1618206141.1951303,204,173.2063751220703
1618206205.1512637,205,174.9993133544922
1618206269.081703,206,173.47193908691406
1618206333.0253527,207,171.9599151611328
1618206396.9705534,208,178.0834197998047
1618206460.9283488,209,176.92489624023438
1618206524.8738475,210,177.65469360351562
1618206588.8342903,211,175.9398956298828
1618206652.748725,212,170.6332244873047
1618206716.6632543,213,176.22906494140625
1618206780.6293814,214,180.15830993652344
1618206844.5670533,215,179.87014770507812
1618206908.4484491,216,179.6117706298828
1618206972.3891485,217,186.2554931640625
1618207036.3588214,218,187.5042266845703
1618207100.3343062,219,185.4867706298828
1618207164.27567,220,182.23509216308594
1618207228.2492762,221,184.82984924316406
1618207292.2576418,222,188.12144470214844
1618207356.2578409,223,197.00531005859375
1618207420.2011166,224,190.81887817382812
1618207484.1731374,225,195.85882568359375
1618207655.7485032,226,192.06578063964844
1618207826.787775,227,189.59005737304688
1618207890.6553748,228,194.84764099121094
1618207954.6871107,229,195.929443359375
1618208018.688253,230,201.07383728027344
1618208082.6793768,231,204.9977264404297
1618208146.6438653,232,203.02383422851562
1618208210.576705,233,198.38059997558594
1618208274.5579622,234,197.6854705810547
1618208338.4547877,235,203.992919921875
1618208402.3745255,236,207.74404907226562
1618208466.3158991,237,212.51878356933594
1618208530.2547567,238,216.87506103515625
1618208594.242881,239,223.97743225097656
1618208658.1976273,240,221.72584533691406
1618208722.1910503,241,214.47642517089844
1618208786.116755,242,210.8564453125
1618208849.99779,243,216.56130981445312
1618208914.0022416,244,218.2744903564453
1618208977.976418,245,217.34854125976562
1618209041.9442048,246,218.33438110351562
1618209105.8612926,247,218.83546447753906
1618209169.8451042,248,220.23260498046875
1618209233.8438425,249,227.47174072265625
1618209297.8174415,250,229.77944946289062
1618209469.0470278,251,228.1946563720703
1618209639.7322361,252,234.3867950439453
1618209703.72272,253,231.93905639648438
1618209767.7286851,254,236.7311248779297
1618209831.7386558,255,233.94387817382812
1618209895.7003937,256,233.97206115722656
1618209959.7105947,257,238.91714477539062
1618210023.6866257,258,241.43064880371094
1618210087.6144614,259,241.20042419433594
1618210151.5830448,260,248.4058074951172
1618210215.5569417,261,243.40390014648438
1618210279.535539,262,244.23110961914062
1618210343.5889592,263,249.1476593017578
1618210407.6460881,264,249.41015625
1618210471.6531408,265,250.38661193847656
1618210535.629879,266,234.70526123046875
1618210599.605637,267,249.34732055664062
1618210663.6310518,268,248.17750549316406
1618210727.6021776,269,253.57994079589844
1618210791.6316032,270,255.45835876464844
1618210855.6091013,271,264.8106994628906
1618210919.6519828,272,258.22418212890625
1618210983.695606,273,258.4515686035156
1618211047.6811326,274,246.84866333007812
1618211111.7335453,275,238.36355590820312
1618211282.0266547,276,249.8970947265625
1618211451.8805041,277,255.09271240234375
1618211515.9098434,278,262.48944091796875
1618211579.9487467,279,264.8383483886719
1618211643.9665558,280,266.53363037109375
1618211708.030964,281,252.2599639892578
1618211772.0635293,282,238.71995544433594
1618211836.0835543,283,257.759521484375
1618211900.0957937,284,271.2733459472656
1618211964.1182194,285,265.195556640625
1618212028.1839561,286,259.4305114746094
1618212092.2408192,287,264.7137756347656
1618212156.3087852,288,272.1077575683594
1618212220.35619,289,267.8827819824219
1618212284.417682,290,265.8994140625
1618212348.4771006,291,278.20306396484375
1618212412.5704525,292,290.4554443359375
1618212476.634747,293,286.69219970703125
1618212540.7299798,294,285.0373840332031
1618212604.7521152,295,292.1717529296875
1618212668.813324,296,281.0998840332031
1618212732.8897438,297,284.2208251953125
1618212797.0184274,298,289.1142578125
1618212861.1295383,299,283.98046875
1618212925.2149374,300,287.02996826171875
1618213094.0714886,301,289.4698791503906
1618213262.6371303,302,290.9706726074219
1618213326.7417939,303,304.9035949707031
1618213390.858416,304,301.59149169921875
1618213454.9348886,305,300.0149841308594
1618213519.0318737,306,301.8435974121094
1618213583.096166,307,298.1778259277344
1618213647.183275,308,300.0844421386719
1618213711.2666306,309,276.4885559082031
1618213775.2171075,310,166.3811492919922
1618213839.154364,311,175.78907775878906
1618213903.0880554,312,184.17433166503906
1618213967.0425467,313,186.78843688964844
1618214031.062602,314,197.12197875976562
1618214095.0688157,315,199.89479064941406
1618214159.074895,316,203.481201171875
1618214223.156797,317,218.81736755371094
1618214287.2212353,318,226.1644744873047
1618214351.2919617,319,229.93524169921875
1618214415.3583727,320,230.55860900878906
1618214479.4729152,321,230.11558532714844
1618214543.5551662,322,241.1353759765625
1618214607.608349,323,241.72288513183594
1618214671.6310723,324,240.43661499023438
1618214735.6525483,325,243.62408447265625
1618214906.3721006,326,243.09765625
1618215075.0271337,327,250.28457641601562
1618215139.1703591,328,263.821044921875
1618215203.240404,329,266.484619140625
1618215267.3814676,330,272.5055236816406
1618215331.4786565,331,258.6540222167969
1618215395.5989246,332,272.7478332519531
1618215459.7251015,333,280.58868408203125
1618215523.824744,334,282.2557373046875
1618215587.9471247,335,285.21246337890625
