Wall time,Step,Value
1618327937.486273,1,145.18197631835938
1618328114.9440346,2,152.55711364746094
1618328171.7546158,3,165.8424835205078
1618328228.29988,4,168.66981506347656
1618328284.9535291,5,173.50396728515625
1618328341.470898,6,179.09030151367188
1618328397.8869762,7,164.9005126953125
1618328454.3682969,8,160.86888122558594
1618328510.853572,9,166.9509735107422
1618328567.6068149,10,169.5159149169922
1618328623.7074587,11,170.54360961914062
1618328679.8112113,12,171.13723754882812
1618328735.9193928,13,169.7985076904297
1618328792.062157,14,177.07460021972656
1618328848.187191,15,168.21424865722656
1618328904.252226,16,165.74703979492188
1618328960.3427196,17,171.41610717773438
1618329016.4157038,18,171.3654327392578
1618329072.5233953,19,170.8567657470703
1618329128.610095,20,169.7358856201172
1618329184.7032018,21,166.29302978515625
1618329241.6911337,22,167.5868682861328
1618329298.1335168,23,171.90957641601562
1618329354.5758584,24,179.89556884765625
1618329411.0901322,25,191.90126037597656
1618329563.856637,26,191.97071838378906
1618329717.3172786,27,182.31027221679688
1618329774.3910418,28,182.1216278076172
1618329830.5520346,29,184.43492126464844
1618329886.76108,30,183.59185791015625
1618329942.966204,31,186.39476013183594
1618329999.1479897,32,186.7598876953125
1618330055.3578267,33,183.95826721191406
1618330111.591975,34,180.0185546875
1618330167.7809472,35,185.4445343017578
1618330223.9849145,36,179.04049682617188
1618330280.1640327,37,179.34228515625
1618330336.3321428,38,177.79054260253906
1618330392.6830318,39,198.42892456054688
1618330448.914477,40,182.5711669921875
1618330505.1552706,41,182.356689453125
1618330561.353568,42,178.836181640625
1618330617.5694675,43,183.411376953125
1618330673.8342223,44,186.29624938964844
1618330729.9938695,45,180.80950927734375
1618330786.2086248,46,187.9048309326172
1618330842.4700453,47,186.2034454345703
1618330898.7303948,48,184.66075134277344
1618330954.9610152,49,184.12123107910156
1618331011.2028668,50,181.4805450439453
1618331160.6635106,51,183.27943420410156
1618331308.3871639,52,180.83485412597656
1618331364.5782359,53,182.77960205078125
1618331420.8497546,54,184.19876098632812
1618331477.1457434,55,179.20245361328125
1618331533.401236,56,180.45782470703125
1618331589.7071853,57,180.60903930664062
1618331645.9849167,58,177.71510314941406
1618331702.232399,59,177.04920959472656
1618331758.487998,60,179.38194274902344
1618331814.697512,61,182.30075073242188
1618331870.9531925,62,181.00318908691406
1618331927.2128863,63,183.01617431640625
1618331983.4914682,64,180.22274780273438
1618332039.756796,65,179.49868774414062
1618332096.0354774,66,180.45468139648438
1618332152.2782578,67,180.27084350585938
1618332208.5768726,68,184.07904052734375
1618332264.8848047,69,185.56065368652344
1618332321.137463,70,182.37330627441406
1618332377.370937,71,179.65310668945312
1618332433.6676085,72,179.4183349609375
1618332489.9088824,73,180.64932250976562
1618332546.2202146,74,181.7381134033203
1618332603.0904028,75,181.3491973876953
1618332750.2443645,76,184.67198181152344
1618332897.012192,77,180.17282104492188
1618332953.2529857,78,185.6118927001953
1618333009.568449,79,185.68199157714844
1618333065.9624062,80,185.4022674560547
1618333122.2603009,81,184.9374542236328
1618333178.5892532,82,184.8553466796875
1618333234.8719463,83,182.2935333251953
1618333291.1000416,84,181.75160217285156
1618333347.3659198,85,185.49156188964844
1618333403.6223264,86,180.75189208984375
1618333459.8448508,87,178.48312377929688
1618333516.001601,88,182.4123077392578
1618333572.151067,89,184.10894775390625
1618333628.3183002,90,183.8547821044922
1618333684.5447717,91,184.2816925048828
1618333740.773585,92,181.0933837890625
1618333796.9860845,93,184.2100830078125
1618333853.2206733,94,183.2420654296875
1618333909.4751832,95,180.89117431640625
1618333965.6921563,96,182.04698181152344
1618334021.8889291,97,184.15855407714844
1618334078.0774064,98,185.2121124267578
1618334134.2722716,99,182.674072265625
1618334190.4975762,100,181.3832550048828
1618334336.2754672,101,185.3802947998047
1618334481.927419,102,188.06814575195312
1618334538.1963835,103,183.8164825439453
1618334594.48471,104,183.07254028320312
1618334650.8050811,105,188.03343200683594
1618334707.097979,106,190.70970153808594
1618334763.3562217,107,183.13955688476562
1618334819.6845224,108,184.2754669189453
1618334875.9283087,109,184.05758666992188
1618334932.2298832,110,191.4647674560547
1618334988.5149784,111,190.3569793701172
1618335046.0385005,112,186.7123260498047
1618335102.6811717,113,186.26190185546875
1618335159.3818254,114,182.0260009765625
1618335215.9955516,115,182.23680114746094
1618335272.7292488,116,245.1292266845703
1618335329.4805946,117,198.01434326171875
1618335386.1470616,118,189.97865295410156
1618335443.3028018,119,186.09739685058594
1618335499.6470678,120,186.47865295410156
1618335555.9314528,121,185.80169677734375
1618335612.211721,122,185.2634735107422
1618335668.5220606,123,184.31532287597656
1618335724.7888634,124,184.97511291503906
1618335781.0938482,125,184.6625213623047
1618335927.0500436,126,185.25035095214844
1618336072.6507385,127,184.62451171875
1618336128.9523735,128,184.37840270996094
1618336185.3165262,129,188.422607421875
1618336241.6351469,130,184.88719177246094
1618336297.9829805,131,183.7845458984375
1618336354.2703571,132,182.93789672851562
1618336410.5923295,133,187.43106079101562
1618336466.9213016,134,187.7366943359375
1618336523.2632053,135,188.19894409179688
1618336579.6035898,136,187.3009033203125
1618336635.9312928,137,187.5496368408203
1618336692.2117813,138,186.58255004882812
1618336748.5111253,139,187.03164672851562
1618336806.6108584,140,187.85302734375
1618336863.1748524,141,187.67950439453125
1618336919.779958,142,188.51231384277344
1618336976.2978787,143,185.5494384765625
1618337032.8327615,144,187.55575561523438
